"RESPONDED_SURVEY","RESIDENT","EVAL_MAJOR","COLLEGE_CODE1","COLLEGE_NAME1","MAJOR_CODE1","COLLEGE_CODE2","COLLEGE_NAME2","MAJOR_CODE2","SP16_ENRL_HRS_AT_CENSUS","SP16_TERM_UI_GRADED._HRS","SP16_TERM_UI_TOTAL_HOURS","ACT","ACTE","ACTM","ACTR","ACTS","AGE","DECLINETOSTATE","ETHNICITY_LOC","GENDER","HSRANK","Semester.Hours","TERM1","TOTAL_UNITS","WHITE","HS_PERCENTILE_RANK","IS_PARENT_HIGHER_ED_GRAD","TFC_LEVEL","TFC_LEVEL_GRAD","TFC_MOD_ASSIGN2015","TFC_INVITED_PREVIOUS","TFC_NONRESIDENT","TFC_STATUS","TFC_YEAR"
"Y","Y","Y","E","College of Engineering","ELEC_ENGR",NA,NA,NA,12,12,12,32,32,32,30,34,21,NA,"White, not of Hispanic or Latino(a) origin","M",95,112,2,131,"Y",95,"N","(3,4]","(4,5]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","Y","A","College of Liberal Arts and Sciences","HLTH_HUM_PHYS",NA,NA,NA,15,15,15,24,23,26,26,20,21,NA,"White, not of Hispanic or Latino(a) origin","F",68,75,2,75,"Y",68,"Y","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","JRNL_MC","A","College of Liberal Arts and Sciences","ART",16,16,16,26,25,27,24,28,22,NA,"White, not of Hispanic or Latino(a) origin","F",96,108,2,122,"Y",96,"Y","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","Y","Y","A","College of Liberal Arts and Sciences","JRNL_MC","A","College of Liberal Arts and Sciences","INTD_STDS",14,14,14,26,32,21,26,23,21,NA,"Hispanic or Latino(a)","F",85,74,2,82,NA,85,"Y","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","Y","Y","A","College of Liberal Arts and Sciences","SOCIOL",NA,NA,NA,16,15,16,17,15,17,13,22,22,"Y","Race and Ethnicity unknown","F",60,67,2,102,NA,60,"Y","(3,4]","(3,4]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","Y","Y","A","College of Liberal Arts and Sciences","COMM",NA,NA,NA,17,14,17,17,17,15,20,15,22,NA,"White, not of Hispanic or Latino(a) origin","F",68,59,2,106,"Y",68,"Y","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","Y","A","College of Liberal Arts and Sciences","MUSIC","A","College of Liberal Arts and Sciences","CHILD_LIFE_INT",6,3,3,23,25,20,22,25,19,NA,"White, not of Hispanic or Latino(a) origin","F",NA,3,2,6,"Y",NA,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"Y","Y","N","A","College of Liberal Arts and Sciences","PHAR_INT",NA,NA,NA,14,14,14,29,27,34,27,27,18,NA,"White, not of Hispanic or Latino(a) origin","F",93,13,2,22,"Y",93,"N","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","THEATRE_ARTS",NA,NA,NA,16,13,13,25,30,21,27,21,22,NA,"White, not of Hispanic or Latino(a) origin","M",61,46,2,78,"Y",61,"N","(2,3]","(2,3]","[3,3]","[0,0]",NA,"(1,2]","(2013,2014]"
"N","N","Y","A","College of Liberal Arts and Sciences","ART",NA,NA,NA,16,13,13,NA,NA,NA,NA,NA,22,NA,"Nonresident Alien","F",NA,68,2,74,NA,NA,NA,"(2,3]","(2,3]","(3,5]","(0,1]","[1,1]","[1,1]","(2012,2013]"
"Y","Y","Y","N","College of Nursing","NURS",NA,NA,NA,18,13,18,30,30,28,34,28,21,NA,"Hispanic or Latino(a)","F",87,71,2,85,NA,87,"Y","(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","Y","Y","E","College of Engineering","MECH_ENGR",NA,NA,NA,12,12,12,25,24,27,25,25,19,"Y","Race and Ethnicity unknown","M",NA,19,2,30,NA,NA,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","COMM","A","College of Liberal Arts and Sciences","PRE_VET_MED",14,14,10,23,22,24,24,23,20,NA,"Asian","F",NA,47,2,43,NA,NA,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","Y","Y","N","College of Nursing","NURS_RN",NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,58,NA,"White, not of Hispanic or Latino(a) origin","F",NA,15,2,205.3,"Y",NA,"Y","(3,4]","(3,4]","(3,5]","[0,0]",NA,"(1,2]","(2013,2014]"
"N","N","Y","A","College of Liberal Arts and Sciences","JRNL_MC","A","College of Liberal Arts and Sciences","COMM",15,15,15,23,24,20,23,23,19,NA,"Hispanic or Latino(a)","F",54,38,2,46,NA,54,"N","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","N","N","A","College of Liberal Arts and Sciences","OPEN",NA,NA,NA,4,4,NA,21,22,26,14,20,18,"Y","Race and Ethnicity unknown","F",NA,4,2,4,NA,NA,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"Y","Y","Y","E","College of Engineering","CIV_ENGR",NA,NA,NA,18,18,18,NA,NA,NA,NA,NA,23,NA,"White, not of Hispanic or Latino(a) origin","F",98,106,2,150,"Y",98,"Y","(3,4]","(4,5]","[3,3]","(0,1]",NA,"(1,2]","(2011,2012]"
"N","Y","Y","A","College of Liberal Arts and Sciences","BIOCHEM",NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,23,NA,"White, not of Hispanic or Latino(a) origin","F",NA,11,2,69,"Y",NA,"Y","(2,3]","(2,3]","[3,3]","[0,0]",NA,"(1,2]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","COMM","A","College of Liberal Arts and Sciences","ANTH",18,12,12,29,29,24,34,27,22,NA,"White, not of Hispanic or Latino(a) origin","F",92,112,2,139,"Y",92,"Y","(3,4]","(3,4]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","N","A","College of Liberal Arts and Sciences","PHAR_INT","A","College of Liberal Arts and Sciences","IEP",0,NA,NA,NA,NA,NA,NA,NA,20,NA,"Nonresident Alien","M",NA,NA,2,NA,NA,NA,NA,"[1,1]","[1,1]","[3,3]","[0,0]","[1,1]","[1,1]","(2014,2015]"
"N","Y","Y","E","College of Engineering","ELEC_ENGR",NA,NA,NA,16,16,16,NA,NA,NA,NA,NA,20,NA,"White, not of Hispanic or Latino(a) origin","M",NA,12,2,76,"Y",NA,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"(1,2]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","ENVIR_SCI",NA,NA,NA,16,14,16,31,30,33,26,35,22,NA,"White, not of Hispanic or Latino(a) origin","M",84,106,2,125,"Y",84,"Y","(3,4]","(3,4]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","Y","Y","B","Tippie College of Business","BUSN_DIR_ADM",NA,NA,NA,15,15,15,26,23,25,28,26,19,NA,"White, not of Hispanic or Latino(a) origin","M",79,13,2,44,"Y",79,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","N","A","College of Liberal Arts and Sciences","NURS_INT","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",12,9,9,26,23,26,30,23,19,NA,"White, not of Hispanic or Latino(a) origin","F",66,42,2,47,"Y",66,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","SOCIOL","A","College of Liberal Arts and Sciences","PSYCH",12,12,12,NA,NA,NA,NA,NA,23,NA,"White, not of Hispanic or Latino(a) origin","M",NA,113,2,120,"Y",NA,NA,"(3,4]","(3,4]","(3,5]","(0,1]",NA,"[1,1]","(2010,2011]"
"Y","Y","Y","B","Tippie College of Business","FINANCE","B","Tippie College of Business","BUSN_ANALYTICS_INFO_SYS",18,18,18,28,30,26,28,27,20,NA,"White, not of Hispanic or Latino(a) origin","F",94,87,2,104,"Y",94,"Y","(3,4]","(3,4]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","ECON","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",0,NA,NA,NA,NA,NA,NA,NA,19,NA,"Nonresident Alien","F",NA,NA,2,NA,NA,NA,NA,"[1,1]","[1,1]","(3,5]","[0,0]","[1,1]","[1,1]","(2014,2015]"
"Y","N","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,15,12,12,24,27,24,23,21,19,NA,"Multi-Racial","F",NA,13,2,12,"Y",NA,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","HLTH_HUM_PHYS",NA,NA,NA,16,16,16,17,18,15,18,18,19,NA,"White, not of Hispanic or Latino(a) origin","F",59,13,2,15,"Y",59,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","SPORT_REC_MGMT",NA,NA,NA,15,8,4,26,24,27,25,26,19,NA,"African American or Black","M",NA,12,2,15,NA,NA,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"Y","N","Y","A","College of Liberal Arts and Sciences","MUSIC","A","College of Liberal Arts and Sciences","PSYCH",20,21,23,27,29,25,26,28,21,NA,"Multi-Racial","F",72,81,2,107,"Y",72,"Y","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"Y","Y","Y","N","College of Nursing","NURS",NA,NA,NA,14,10,14,26,28,28,22,25,21,NA,"White, not of Hispanic or Latino(a) origin","F",93,104,2,129,"Y",93,"Y","(3,4]","(3,4]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","Y","Y","E","College of Engineering","MECH_ENGR",NA,NA,NA,15,15,15,23,21,25,22,25,20,NA,"White, not of Hispanic or Latino(a) origin","M",NA,42,2,62,"Y",NA,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","N","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,12,12,9,29,23,29,32,30,21,"Y","Race and Ethnicity unknown","M",NA,64,2,65,NA,NA,"Y","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","Y","Y","A","College of Liberal Arts and Sciences","HUMAN_PHYSIOLOGY","A","College of Liberal Arts and Sciences","PRE_PHYS_ASST",13,13,13,22,22,25,17,22,18,NA,"Asian","F",NA,12,2,26.5,NA,NA,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","SOCIOL",NA,NA,NA,16,13,16,24,23,22,27,25,21,NA,"White, not of Hispanic or Latino(a) origin","F",51,73,2,104,"Y",51,"N","(3,4]","(4,5]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","N","A","College of Liberal Arts and Sciences","NURS_INT",NA,NA,NA,14,14,14,23,21,26,24,22,19,NA,"White, not of Hispanic or Latino(a) origin","F",NA,12,2,16,"Y",NA,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"Y","N","Y","A","College of Liberal Arts and Sciences","INTD_STDS",NA,NA,NA,15,11,12,23,25,21,22,25,20,NA,"White, not of Hispanic or Latino(a) origin","F",NA,13,2,15,"Y",NA,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","COMM",NA,NA,NA,12,9,12,26,27,23,27,25,21,NA,"White, not of Hispanic or Latino(a) origin","F",77,105,2,138,"Y",77,"Y","(3,4]","(4,5]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","Y","E","College of Engineering","MECH_ENGR",NA,NA,NA,18,18,18,26,29,26,23,24,20,NA,"White, not of Hispanic or Latino(a) origin","M",NA,42,2,47,"Y",NA,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","R","University College","BLS",NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,33,NA,"White, not of Hispanic or Latino(a) origin","F",NA,98,2,98,"Y",NA,"N","(3,4]","(3,4]","(3,5]","[0,0]",NA,"[1,1]","(2000,2001]"
"Y","N","Y","A","College of Liberal Arts and Sciences","JRNL_MC","A","College of Liberal Arts and Sciences","COMM",14,14,14,23,33,22,19,19,20,"Y","Race and Ethnicity unknown","M",NA,45,2,49,NA,NA,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","COMM",NA,NA,NA,17,17,17,28,30,23,34,23,20,NA,"White, not of Hispanic or Latino(a) origin","F",39,76,2,86,"Y",39,"Y","(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","ART","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",15,15,15,22,23,24,19,22,18,NA,"White, not of Hispanic or Latino(a) origin","F",NA,13,2,18,"Y",NA,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","N","A","College of Liberal Arts and Sciences","OPEN",NA,NA,NA,15,13,12,28,32,26,29,26,19,NA,"White, not of Hispanic or Latino(a) origin","F",90,13,2,15,"Y",90,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","N","College of Nursing","NURS_RN",NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,24,NA,"White, not of Hispanic or Latino(a) origin","F",53,21,4,149,"Y",53,"Y","(3,4]","(3,4]","[3,3]","(0,1]",NA,"(1,2]","(2011,2012]"
"N","Y","Y","A","College of Liberal Arts and Sciences","SOC_WK",NA,NA,NA,16,14,16,25,24,25,27,24,20,NA,"White, not of Hispanic or Latino(a) origin","F",NA,68,2,81,"Y",NA,"Y","(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","PSYCH","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",0,NA,NA,NA,NA,NA,NA,NA,19,NA,"Nonresident Alien","M",NA,NA,2,NA,NA,NA,NA,"[1,1]","[1,1]","[3,3]","[0,0]","[1,1]","[1,1]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","ECON",NA,NA,NA,14,14,14,25,23,25,22,28,22,NA,"White, not of Hispanic or Latino(a) origin","M",NA,27,2,59,"Y",NA,"Y","(1,2]","(1,2]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","Y","A","College of Liberal Arts and Sciences","HUMAN_PHYSIOLOGY","A","College of Liberal Arts and Sciences","PRE_PHYS_THER",12,12,12,NA,NA,NA,NA,NA,23,NA,"Nonresident Alien","M",NA,40,2,44,NA,NA,NA,"(1,2]","(1,2]","(3,5]","[0,0]","[1,1]","[1,1]","(2010,2011]"
"N","Y","Y","A","College of Liberal Arts and Sciences","INTL_STDS",NA,NA,NA,18,12,8,22,23,16,25,22,18,NA,"White, not of Hispanic or Latino(a) origin","M",76,10,2,48,"Y",76,"N","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"Y","N","Y","A","College of Liberal Arts and Sciences","HLTH_HUM_PHYS",NA,NA,NA,17,16,17,24,24,26,22,23,20,NA,"White, not of Hispanic or Latino(a) origin","M",54,61,2,66,"Y",54,"N","(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","PSYCH",NA,NA,NA,15,15,15,20,21,23,21,16,18,NA,"White, not of Hispanic or Latino(a) origin","F",NA,13,2,15,"Y",NA,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","SPEECH_HEAR_SCI",NA,NA,NA,13,13,13,22,20,24,20,22,20,NA,"White, not of Hispanic or Latino(a) origin","M",NA,55,2,60,"Y",NA,"Y","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","MATH","A","College of Liberal Arts and Sciences","COMP_SCI",15,12,12,NA,NA,NA,NA,NA,21,NA,"Nonresident Alien","M",NA,45,2,60,NA,NA,NA,"(2,3]","(2,3]","[3,3]","[0,0]","[1,1]","[1,1]","(2013,2014]"
"Y","Y","Y","R","University College","BAS",NA,NA,NA,9,9,9,NA,NA,NA,NA,NA,39,NA,"White, not of Hispanic or Latino(a) origin","M",NA,6,2,80.3,"Y",NA,NA,"(2,3]","(2,3]","[3,3]","[0,0]",NA,"(1,2]","(2014,2015]"
"N","N","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,17,14,14,NA,NA,NA,NA,NA,21,NA,"Nonresident Alien","M",NA,31,4,39,NA,NA,NA,"(1,2]","(1,2]","[3,3]","(0,1]","[1,1]","[1,1]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","INFORM_COMP_SCI",NA,NA,NA,18,16,18,NA,NA,NA,NA,NA,19,NA,"Nonresident Alien","F",NA,33,2,36,NA,NA,NA,"(1,2]","(1,2]","[3,3]","[0,0]","[1,1]","[1,1]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","SPEECH_HEAR_SCI",NA,NA,NA,12,11,12,25,26,26,22,27,20,NA,"White, not of Hispanic or Latino(a) origin","F",91,42,2,57,"Y",91,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","N","Y","A","College of Liberal Arts and Sciences","INTL_STDS","A","College of Liberal Arts and Sciences","HIST",17,17,17,25,25,33,18,24,19,NA,"Nonresident Alien","M",NA,16,2,18,NA,NA,NA,"[1,1]","[1,1]","(3,5]","[0,0]","[1,1]","[1,1]","(2014,2015]"
"N","N","N","A","College of Liberal Arts and Sciences","OPEN",NA,NA,NA,14,10,11,22,19,21,24,22,19,NA,"Hispanic or Latino(a)","F",82,14,2,13,NA,82,"N","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","SPAN","A","College of Liberal Arts and Sciences","PRE_MED",14,14,14,24,29,18,26,22,21,NA,"White, not of Hispanic or Latino(a) origin","F",61,76,2,91,"Y",61,"Y","(3,4]","(3,4]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","Y","Y","A","College of Liberal Arts and Sciences","INTD_STDS",NA,NA,NA,12,12,12,NA,NA,NA,NA,NA,21,NA,"White, not of Hispanic or Latino(a) origin","M",NA,3,2,87,"Y",NA,"Y","(2,3]","(2,3]","(3,5]","[0,0]",NA,"(1,2]","(2014,2015]"
"N","Y","Y","E","College of Engineering","BIOMED_ENGR","A","College of Liberal Arts and Sciences","PRE_MED",13,13,13,31,26,33,30,33,22,NA,"White, not of Hispanic or Latino(a) origin","M",97,104,2,139,"Y",97,"Y","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","Y","A","College of Liberal Arts and Sciences","GERMAN","A","College of Liberal Arts and Sciences","INTERNATL_RELATIONS",16,16,16,19,18,21,18,19,22,NA,"White, not of Hispanic or Latino(a) origin","F",NA,91,2,99,"Y",NA,"Y","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"Y","Y","Y","R","University College","BLS",NA,NA,NA,13,13,13,NA,NA,NA,NA,NA,34,NA,"White, not of Hispanic or Latino(a) origin","M",NA,21,1,53,"Y",NA,"N","(1,2]","(1,2]","[3,3]","[0,0]",NA,"(1,2]","(2014,2015]"
"Y","N","Y","E","College of Engineering","ELEC_ENGR",NA,NA,NA,18,15,15,25,26,25,24,23,22,NA,"Asian","M",NA,106,2,107,NA,NA,"Y","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","Y","A","College of Liberal Arts and Sciences","HIST",NA,NA,NA,15,12,13,28,28,26,29,27,19,NA,"Multi-Racial","M",NA,45,2,46,"Y",NA,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","N","Y","A","College of Liberal Arts and Sciences","ECON",NA,NA,NA,16,16,16,NA,NA,NA,NA,NA,20,NA,"Nonresident Alien","F",NA,33,2,35,NA,NA,NA,"(1,2]","(1,2]","[3,3]","[0,0]","[1,1]","[1,1]","(2013,2014]"
"Y","N","Y","E","College of Engineering","MECH_ENGR",NA,NA,NA,4,4,4,30,30,33,27,29,20,NA,"White, not of Hispanic or Latino(a) origin","F",98,78,2,86,"Y",98,"Y","(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","Y","Y","A","College of Liberal Arts and Sciences","SOCIOL","A","College of Liberal Arts and Sciences","SOC_WK_INT",15,15,15,28,23,32,30,26,21,NA,"White, not of Hispanic or Latino(a) origin","F",NA,65,2,86,"Y",NA,"Y","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","N","A","College of Liberal Arts and Sciences","OPEN",NA,NA,NA,11,11,8,NA,NA,NA,NA,NA,19,NA,"Nonresident Alien","M",NA,11,2,10,NA,NA,NA,"[1,1]","[1,1]","(3,5]","[0,0]","[1,1]","[1,1]","(2013,2014]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","PSYCH","A","College of Liberal Arts and Sciences","PRE_MED",15,15,15,27,26,28,31,24,19,NA,"Asian","F",NA,41,2,72,NA,NA,"Y","(2,3]","(2,3]","(3,5]","[0,0]",NA,"[1,1]","(2012,2013]"
"N","Y","Y","B","Tippie College of Business","MGMT","B","Tippie College of Business","FINANCE",12,13,13,23,23,24,21,24,21,NA,"White, not of Hispanic or Latino(a) origin","F",92,65,2,109,"Y",92,"Y","(3,4]","(3,4]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","ECON","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",11,9,11,NA,NA,NA,NA,NA,22,NA,"Nonresident Alien","M",NA,9,4,12,NA,NA,NA,"[1,1]","[1,1]","(3,5]","[0,0]","[1,1]","[1,1]","(2013,2014]"
"N","N","Y","A","College of Liberal Arts and Sciences","SPAN",NA,NA,NA,15,15,15,25,26,21,30,23,20,NA,"White, not of Hispanic or Latino(a) origin","F",43,41,2,41,"Y",43,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","ANTH",NA,NA,NA,14,NA,NA,27,23,27,27,29,21,NA,"White, not of Hispanic or Latino(a) origin","F",NA,71,4,72,"Y",NA,"Y","(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","Y","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,14,10,10,NA,NA,NA,NA,NA,21,NA,"White, not of Hispanic or Latino(a) origin","M",NA,13,2,53,"Y",NA,"N","(1,2]","(1,2]","[3,3]","[0,0]",NA,"(1,2]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","JRNL_MC",NA,NA,NA,12,12,12,26,28,26,23,27,22,NA,"White, not of Hispanic or Latino(a) origin","M",74,29,2,64,"Y",74,"Y","(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","Y","A","College of Liberal Arts and Sciences","PSYCH","A","College of Liberal Arts and Sciences","HIST",15,15,15,22,23,23,19,24,22,NA,"White, not of Hispanic or Latino(a) origin","F",57,91,2,106,"Y",57,"Y","(3,4]","(4,5]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","Y","Y","B","Tippie College of Business","MGMT",NA,NA,NA,12,12,12,23,23,24,19,24,22,NA,"White, not of Hispanic or Latino(a) origin","F",NA,96,2,110,"Y",NA,"Y","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","Y","Y","A","College of Liberal Arts and Sciences","THERAPEUTIC_REC : SP_INCLUSIVE_REC","A","College of Liberal Arts and Sciences","PRE_OCCUP_THERAPY",15,15,15,24,22,23,26,25,21,NA,"White, not of Hispanic or Latino(a) origin","M",60,67,2,78,"Y",60,"Y","(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"Y","N","Y","A","College of Liberal Arts and Sciences","ENGL","A","College of Liberal Arts and Sciences","SOCIOL",17,17,17,NA,NA,NA,NA,NA,18,NA,"Hispanic or Latino(a)","F",NA,12,2,16,NA,NA,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","N","College of Nursing","NURS",NA,NA,NA,18,13,18,24,25,28,22,21,23,NA,"White, not of Hispanic or Latino(a) origin","F",NA,123,2,141,"Y",NA,NA,"(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2010,2011]"
"N","N","Y","A","College of Liberal Arts and Sciences","SOCIOL",NA,NA,NA,15,15,15,22,24,21,25,19,22,NA,"White, not of Hispanic or Latino(a) origin","F",53,97,2,106,"Y",53,"Y","(3,4]","(4,5]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","Y","A","College of Liberal Arts and Sciences","COMP_SCI",NA,NA,NA,12,12,12,23,26,23,21,20,21,NA,"African American or Black","M",51,96,2,114,NA,51,"Y","(3,4]","(4,5]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","Y","E","College of Engineering","BIOMED_ENGR","A","College of Liberal Arts and Sciences","PRE_MED",14,13,14,28,22,30,25,33,19,NA,"Multi-Racial","M",NA,57,2,73,"Y",NA,"Y","(2,3]","(2,3]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","INTD_STDS",NA,NA,NA,12,12,12,20,17,21,22,20,21,NA,"White, not of Hispanic or Latino(a) origin","F",56,89,2,111,"Y",56,"N","(3,4]","(4,5]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","N","A","College of Liberal Arts and Sciences","RAD_SCI_INT",NA,NA,NA,15,15,15,28,28,24,32,27,19,NA,"White, not of Hispanic or Latino(a) origin","F",72,45,2,46,"Y",72,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","INTL_STDS",NA,NA,NA,14,14,14,23,22,18,30,22,20,NA,"White, not of Hispanic or Latino(a) origin","M",45,39,2,55,"Y",45,"N","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","Y","N","A","College of Liberal Arts and Sciences","PRE_MED",NA,NA,NA,13,13,13,33,35,33,32,32,20,NA,"White, not of Hispanic or Latino(a) origin","M",92,43,2,71,"Y",92,"Y","(2,3]","(2,3]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
